geneID,DFB,DFB,Fe,Fe
Ga0401699_0126223_185_2560,6,8,0,0
Ga0401699_0126426_38_2557,47,132,2,0
Ga0401699_0126471_3_1841,0,0,0,0
Ga0401699_0126672_132_401,189,159,3,2
Ga0401699_0126672_2152_2475,243,130,0,2
Ga0401699_0126841_94_870,24,24,3,12
Ga0401699_0127167_39_2552,11,2,0,0
Ga0401699_0127611_486_2513,77,36,4,0
Ga0401699_0127635_20_2548,0,0,0,0
Ga0401699_0127674_2_1585,509,438,9,7
Ga0401699_0128681_33_2537,19,22,8,9
Ga0401699_0128690_53_2482,27,18,0,0
Ga0401699_0128698_3_344,42,46,2,3
Ga0401699_0128798_2_2536,23,17,11,1
Ga0401699_0129009_77_2500,3,3,0,0
Ga0401699_0129253_120_2501,12,22,0,2
Ga0401699_0130514_149_2455,66,57,0,0
Ga0401699_0130904_1807_2391,34,33,0,0
Ga0401699_0130929_2_2350,8,7,0,0
Ga0401699_0131266_4_1758,49,65,566,657
Ga0401699_0131900_503_2479,24,8,0,0
Ga0401699_0132362_16_2508,31,11,0,0
Ga0401699_0132654_87_2504,34,26,0,3
Ga0401699_0132668_1612_1845,8,1,65,48
Ga0401699_0132668_1846_2211,25,13,129,159
Ga0401699_0132668_457_900,10,29,148,163
Ga0401699_0132668_885_1601,27,8,267,225
Ga0401699_0132801_3_2504,49,32,4,3
Ga0401699_0132983_145_2391,30,25,67,86
Ga0401699_0133379_273_2468,7,18,4,0
Ga0401699_0133449_129_2498,34,20,2,0
Ga0401699_0133523_1_2496,51,69,13,12
Ga0401699_0133598_190_1866,36,31,2,1
Ga0401699_0133943_116_2188,24,45,161,205
Ga0401699_0134121_288_2459,29,37,2,5
Ga0401699_0134809_391_2397,28,26,2,1
Ga0401699_0135032_1297_2076,76,38,9,4
Ga0401699_0135139_196_2334,3,5,3,0
Ga0401699_0136133_195_2258,8,8,1,3
Ga0401699_0136881_1649_2407,158,208,330,287
Ga0401699_0136881_48_1559,265,376,525,557
Ga0401699_0137184_331_2433,65,38,0,0
Ga0401699_0137235_193_2265,11,21,0,1
Ga0401699_0137362_46_2226,73,61,7,12
Ga0401699_0137373_40_2466,425,401,363,303
Ga0401699_0137512_417_2303,66,16,6,3
Ga0401699_0138037_208_2241,1545,744,75,39
Ga0401699_0138285_177_2318,8,15,0,3
Ga0401699_0138446_669_2324,28,23,1,3
Ga0401699_0138641_1565_2056,42,70,452,338
Ga0401699_0138641_2117_2419,35,45,170,154
Ga0401699_0138738_1628_1990,5,5,72,67
Ga0401699_0138738_28_339,7,21,81,69
Ga0401699_0138738_308_874,50,16,228,231
Ga0401699_0138999_88_2244,35,28,6,0
Ga0401699_0140105_134_2374,29,11,0,0
Ga0401699_0140579_70_1842,38,22,0,1
Ga0401699_0140980_44_2302,20,4,1,0
Ga0401699_0141600_34_2436,75,32,4,2
Ga0401699_0142472_297_2237,1637,937,73,71
Ga0401699_0143001_56_2152,480,247,0,0
Ga0401699_0143792_83_2119,82,64,17,13
Ga0401699_0143915_211_2358,118,95,4,0
Ga0401699_0144189_13_2223,12,5,0,0
Ga0401699_0144268_7_2310,28,15,0,0
Ga0401699_0144681_179_2350,79,82,26,18
Ga0401699_0145018_404_805,342,179,1143,1583
Ga0401699_0145190_1_2343,14,20,0,0
Ga0401699_0145584_489_2366,0,1,4,0
Ga0401699_0146518_3_2201,4,4,0,0
Ga0401699_0147295_109_2394,37,30,10,5
Ga0401699_0147423_1_2391,117,128,34,9
Ga0401699_0147662_373_1755,40,19,68,29
Ga0401699_0148032_454_2172,200,190,339,320
Ga0401699_0148275_46_2382,132,62,2,1
Ga0401699_0148377_44_2242,4,4,222,286
Ga0401699_0148673_32_2197,40,25,1,0
Ga0401699_0148775_70_1971,50,51,194,285
Ga0401699_0148892_18_2189,8,9,0,2
Ga0401699_0148975_2_2284,12,4,0,0
Ga0401699_0149069_352_2364,19,5,0,0
Ga0401699_0149304_582_836,41,55,318,112
Ga0401699_0149449_369_2210,12,3,80,133
Ga0401699_0149773_21_2375,34,23,2,1
Ga0401699_0149835_246_2240,289,190,29,29
Ga0401699_0150089_19_2106,6,22,0,0
Ga0401699_0150532_1876_2133,73,52,3,3
Ga0401699_0150532_3_1838,31,30,2,0
Ga0401699_0150689_195_2264,21,32,6,8
Ga0401699_0153179_1576_2130,19,40,21,12
Ga0401699_0153931_176_2092,10,7,13,17
Ga0401699_0153959_9_1043,644,913,14,13
Ga0401699_0154597_36_2069,35,33,1,3
Ga0401699_0155196_397_675,19,11,10,2
Ga0401699_0155409_362_2269,27,23,15,15
Ga0401699_0157800_40_2244,35,41,2,0
Ga0401699_0158524_54_1202,85,61,16,8
Ga0401699_0158958_111_2276,3010,622,27,18
Ga0401699_0160063_113_2098,66,44,4,2
Ga0401699_0160068_32_1840,38,26,1,6
Ga0401699_0160132_64_2025,15,14,0,0
Ga0401699_0160422_1415_2308,11,11,60,40
Ga0401699_0161024_1352_1897,46,34,170,165
Ga0401699_0161024_2030_2305,46,63,272,224
Ga0401699_0161523_48_2162,6,11,0,0
Ga0401699_0161525_351_929,8,11,0,0
Ga0401699_0161525_983_2146,33,39,0,1
Ga0401699_0161693_289_2250,10,5,1,1
Ga0401699_0161718_74_1282,245,260,10,17
Ga0401699_0162138_152_2269,14,15,0,0
Ga0401699_0162456_137_2107,1,4,0,0
Ga0401699_0164096_1_2286,33,11,5,7
Ga0401699_0164814_506_2251,6,18,1,0
Ga0401699_0165170_236_2233,107,43,3,7
Ga0401699_0165453_106_1344,55,30,6,1
Ga0401699_0167321_363_1427,16,28,149,139
Ga0401699_0167561_1276_1470,142,381,245,216
Ga0401699_0167656_106_2265,36,20,0,0
Ga0401699_0167890_2_2179,77,33,1,0
Ga0401699_0168784_71_835,26,35,194,159
Ga0401699_0169769_105_2252,402,194,2,6
Ga0401699_0170250_436_2142,9,10,2,0
Ga0401699_0170856_39_2192,20,22,0,0
Ga0401699_0171089_309_2171,9,42,0,0
Ga0401699_0171345_2_2128,11,11,1,0
Ga0401699_0171802_42_2198,197,69,7,3
Ga0401699_0172211_7_2241,47,11,1,4
Ga0401699_0172222_1_2133,27,18,0,0
Ga0401699_0173952_355_825,46,18,123,140
Ga0401699_0173952_889_1431,65,51,208,220
Ga0401699_0174161_26_2164,88,46,1,4
Ga0401699_0174259_454_2229,8,64,0,0
Ga0401699_0174494_3_2045,43,29,0,0
Ga0401699_0174632_1_429,39,34,0,0
Ga0401699_0175057_73_2151,22,30,117,93
Ga0401699_0175230_1_2088,8,3,118,71
Ga0401699_0175463_201_2222,15,7,14,4
Ga0401699_0176017_105_2102,171,195,13,3
Ga0401699_0176257_149_2218,304,118,0,5
Ga0401699_0176949_67_294,55,62,196,191
Ga0401699_0177617_124_2022,26,3,0,0
Ga0401699_0178283_55_2208,23,4,0,0
Ga0401699_0179123_1126_1542,16,15,212,146
Ga0401699_0179123_618_872,7,6,101,73
Ga0401699_0179489_525_2177,7,5,0,0
Ga0401699_0180241_23_976,8,2,105,39
Ga0401699_0180304_840_1274,26,22,80,68
Ga0401699_0180316_2_2191,128,34,0,0
Ga0401699_0180536_3_2021,32,19,0,3
Ga0401699_0181482_297_2126,744,347,7,5
Ga0401699_0181941_3_1943,38,32,51,77
Ga0401699_0183112_569_745,41,45,16,7
Ga0401699_0183969_3_2180,45,93,3,0
Ga0401699_0184110_1342_1833,60,60,209,79
Ga0401699_0184160_2_2092,6,6,0,0
Ga0401699_0184167_51_1841,63,52,8,1
Ga0401699_0184940_77_2113,116,64,34,17
Ga0401699_0185637_99_2114,163,92,2,1
Ga0401699_0185900_735_2063,217,179,33,19
Ga0401699_0186778_1519_1866,8,12,97,101
Ga0401699_0186778_393_1016,26,30,216,200
Ga0401699_0187017_35_2164,19,11,0,0
Ga0401699_0188052_1141_1716,17,37,70,144
Ga0401699_0188933_213_2156,25,32,3,0
Ga0401699_0189476_373_2097,31,14,0,0
Ga0401699_0190006_1517_2014,2291,1531,515,640
Ga0401699_0190098_22_2148,69,40,3,0
Ga0401699_0190198_1054_2073,25,19,5,4
Ga0401699_0190733_8_1999,57,23,1,5
Ga0401699_0190806_24_2015,13,3,0,0
Ga0401699_0192108_78_1898,37,37,0,1
Ga0401699_0192303_52_1710,9,12,0,0
Ga0401699_0192453_3_2096,75,28,0,0
Ga0401699_0192701_655_1347,26,7,0,0
Ga0401699_0192727_17_2137,86,34,1,1
Ga0401699_0193208_1_945,65,30,11,13
Ga0401699_0193243_58_2073,51,34,0,0
Ga0401699_0193362_168_2135,0,0,0,0
Ga0401699_0193832_2_1534,41,6,0,0
Ga0401699_0195520_1_2010,237,245,27,8
Ga0401699_0196643_1148_1990,68,51,6,3
Ga0401699_0196899_258_1811,13,8,0,2
Ga0401699_0197148_106_2094,68,52,13,9
Ga0401699_0198124_997_2088,7,12,0,0
Ga0401699_0198612_991_2109,20,8,1,0
Ga0401699_0200435_588_1271,8,3,73,72
Ga0401699_0200808_37_2040,3,8,0,0
Ga0401699_0200875_124_2100,18,12,3,1
Ga0401699_0200920_71_1921,15,11,1,1
Ga0401699_0201847_308_1999,180,55,3,0
Ga0401699_0201900_1302_1724,974,600,522,259
Ga0401699_0201969_71_2095,18,15,0,0
Ga0401699_0202150_1446_1799,1,6,1,1
Ga0401699_0202458_465_902,11,34,82,36
Ga0401699_0202844_24_2027,78,52,1,1
Ga0401699_0203017_1_2001,125,65,13,12
Ga0401699_0203228_2_2089,158,143,22,43
Ga0401699_0204261_1_2073,23,25,101,212
Ga0401699_0204623_70_2061,14,9,0,0
Ga0401699_0204942_206_1468,6,50,80,693
Ga0401699_0205981_1608_1910,12,33,182,152
Ga0401699_0205981_700_1182,17,43,89,83
Ga0401699_0206216_3_2072,34,33,5,4
Ga0401699_0208328_18_1991,25,10,0,0
Ga0401699_0208858_2_2050,29,30,9,6
Ga0401699_0208945_1_2001,7,13,0,0
Ga0401699_0209858_51_1688,26,18,2,0
Ga0401699_0209868_29_2059,29,13,0,0
Ga0401699_0212568_117_1271,50,33,15,10
Ga0401699_0213244_1_2046,47,26,0,0
Ga0401699_0213786_788_994,1136,764,3409,3781
Ga0401699_0213999_51_1736,0,0,0,0
Ga0401699_0215806_215_1696,116,65,4,4
Ga0401699_0216831_3_1853,547,470,419,377
Ga0401699_0217676_382_1938,5,10,0,0
Ga0401699_0217883_1_1962,244,113,21,32
Ga0401699_0218186_14_1855,104,87,3,5
Ga0401699_0218348_374_1891,46,33,73,85
Ga0401699_0218494_1683_2024,91,52,6,3
Ga0401699_0219492_1103_1930,14,9,139,149
Ga0401699_0219492_786_1064,7,5,85,64
Ga0401699_0219749_32_1690,16,15,0,0
Ga0401699_0220390_389_1783,92,39,0,3
Ga0401699_0221009_3_2006,25,8,0,0
Ga0401699_0221309_88_1785,2,6,0,0
Ga0401699_0222273_54_473,546,488,696,788
Ga0401699_0223086_222_878,56,29,0,0
Ga0401699_0223234_222_1988,319,161,6,3
Ga0401699_0223463_3_1781,74,26,3,3
Ga0401699_0225165_511_1806,4,4,0,0
Ga0401699_0225864_361_1839,114,154,3,10
Ga0401699_0226677_22_1728,18,14,8,4
Ga0401699_0227106_188_1963,38,16,0,1
Ga0401699_0227733_861_1973,112,78,169,168
Ga0401699_0228013_985_1692,220,182,146,93
Ga0401699_0228244_32_1135,585,530,34,20
Ga0401699_0229012_1437_1562,173,261,59,44
Ga0401699_0229012_52_453,40,31,19,11
Ga0401699_0229012_672_968,400,613,106,47
Ga0401699_0230119_166_1221,508,522,445,269
Ga0401699_0230826_220_1878,3,4,0,0
Ga0401699_0230942_394_1974,9,11,1498,163
Ga0401699_0231055_325_1941,33,23,4,3
Ga0401699_0231316_439_1974,5,9,103,156
Ga0401699_0231424_33_1973,211,211,27,15
Ga0401699_0231486_125_1972,194,39,1,2
Ga0401699_0233575_6_803,668,460,11,15
Ga0401699_0233643_55_1863,1,1,0,0
Ga0401699_0234552_1_1596,80,134,262,194
Ga0401699_0234552_1778_1909,64,80,183,177
Ga0401699_0234604_858_1961,161,152,161,122
Ga0401699_0234731_1144_1935,34,13,1,1
Ga0401699_0234822_13_1389,483,514,110,60
Ga0401699_0235171_801_1493,17,13,78,60
Ga0401699_0235512_38_1957,25,7,0,0
Ga0401699_0235750_2_1957,367,135,20,25
Ga0401699_0236521_1399_1956,378,509,1248,1228
Ga0401699_0236732_58_1455,191,136,36,43
Ga0401699_0237825_100_1542,26,8,0,0
Ga0401699_0238176_3_1913,46,22,2,2
Ga0401699_0239177_1_1944,8,11,23,19
Ga0401699_0239416_170_1918,17,17,0,1
Ga0401699_0240132_1_894,143,64,47,34
Ga0401699_0240871_19_228,97,62,287,198
Ga0401699_0240881_5_1255,449,493,27,27
Ga0401699_0241266_1_1368,33,62,134,145
Ga0401699_0242130_53_1933,72,7,0,0
Ga0401699_0242681_459_1346,84,42,35,15
Ga0401699_0242820_215_334,25,11,74,57
Ga0401699_0242820_399_1814,19,15,80,96
Ga0401699_0243047_2_1696,29,25,0,0
Ga0401699_0243386_121_1605,34,48,753,535
Ga0401699_0243876_53_1927,74,14,0,0
Ga0401699_0244122_145_1536,42,33,8,1
Ga0401699_0244755_1_1926,223,107,7,1
Ga0401699_0245865_132_1583,29,14,2,3
Ga0401699_0245990_396_1430,290,209,35,32
Ga0401699_0246766_3_1916,37,19,4,0
Ga0401699_0248687_68_1372,90,55,0,2
Ga0401699_0251227_61_1869,125,77,3,3
Ga0401699_0253352_3_1850,132,40,1,0
Ga0401699_0253392_56_1801,356,227,46,19
Ga0401699_0255821_75_1583,34,25,1,0
Ga0401699_0256068_144_1844,4,5,1,0
Ga0401699_0256713_85_1872,10,8,0,0
Ga0401699_0257129_284_775,33,40,202,100
Ga0401699_0257129_979_1407,36,26,113,66
Ga0401699_0258192_195_1769,11,3,0,0
Ga0401699_0258489_249_1298,35,5,1,3
Ga0401699_0258908_125_1810,14,6,180,211
Ga0401699_0259492_137_1315,38,29,9,6
Ga0401699_0259826_77_1756,16,9,0,0
Ga0401699_0260260_32_751,53,31,1,0
Ga0401699_0260734_39_1523,40,39,4,4
Ga0401699_0260824_143_1705,5,5,0,0
Ga0401699_0261130_196_1854,0,3,0,0
Ga0401699_0262347_236_1657,192,221,1043,667
Ga0401699_0263203_2_1825,37,30,4,3
Ga0401699_0263450_1_1329,409,227,20,17
Ga0401699_0263479_94_1746,25,10,0,0
Ga0401699_0263995_43_1218,84,28,0,0
Ga0401699_0264609_489_1859,19,22,250,308
Ga0401699_0265148_6_1856,107,31,0,0
Ga0401699_0266362_76_1608,5,4,0,0
Ga0401699_0268268_54_1691,5,11,1,3
Ga0401699_0269594_2_1540,27,26,202,230
Ga0401699_0270380_589_1698,46,38,4,3
Ga0401699_0272042_111_1397,2519,1424,134,147
Ga0401699_0273092_1421_1669,58,111,100,117
Ga0401699_0273716_74_1675,1,2,70,70
Ga0401699_0274440_256_1770,280,423,652,629
Ga0401699_0275299_24_536,24,17,55,54
Ga0401699_0276598_107_1822,3,5,0,0
Ga0401699_0276648_222_1517,19,4,0,0
Ga0401699_0277406_268_1698,27,28,3,0
Ga0401699_0279381_3_1814,67,29,1,3
Ga0401699_0280366_263_1768,12,14,1,3
Ga0401699_0280866_3_1598,39,46,9,3
Ga0401699_0281168_1298_1780,1479,1023,36,27
Ga0401699_0282293_3_1025,38,11,0,0
Ga0401699_0283255_3_1802,181,61,1,4
Ga0401699_0283490_568_1764,46,26,0,0
Ga0401699_0283599_4_1800,0,0,0,0
Ga0401699_0283708_127_1080,183,246,205,80
Ga0401699_0283708_1284_1505,33,66,34,12
Ga0401699_0285104_46_1482,33,29,4,1
Ga0401699_0285655_289_1758,27,22,107,125
Ga0401699_0285699_151_1758,18,18,1,0
Ga0401699_0286101_1_741,626,568,2066,2222
Ga0401699_0286645_318_1793,41,55,52,39
Ga0401699_0287456_53_1732,8,6,0,0
Ga0401699_0287507_52_1617,11,3,61,132
Ga0401699_0287748_3_1790,557,702,2466,2277
Ga0401699_0290230_71_1690,4,12,0,0
Ga0401699_0290682_196_1764,18,8,100,97
Ga0401699_0290797_484_1779,41,11,0,0
Ga0401699_0291785_134_1702,38,45,7,4
Ga0401699_0292736_98_1774,50,44,5,0
Ga0401699_0293038_175_714,221,170,623,282
Ga0401699_0293324_1009_1725,27,23,4,1
Ga0401699_0293674_38_1771,95,66,23,9
Ga0401699_0294855_56_1468,17,8,2,1
Ga0401699_0296222_126_1766,24,3,0,0
Ga0401699_0297354_1_1677,52,41,8,9
Ga0401699_0297671_275_1627,59,39,89,113
Ga0401699_0298281_428_1759,391,251,0,10
Ga0401699_0298355_15_1583,17,40,6,7
Ga0401699_0298552_116_1723,53,31,1,0
Ga0401699_0299931_575_994,0,0,0,0
Ga0401699_0299936_1_1701,80,29,24,21
Ga0401699_0300296_1_1731,34,19,0,0
Ga0401699_0300412_264_1709,11,15,2,0
Ga0401699_0301030_174_1151,28,24,20,17
Ga0401699_0301795_1348_1752,619,784,1143,1059
Ga0401699_0302761_10_1701,31,32,6,1
Ga0401699_0303524_49_1476,15,9,2,0
Ga0401699_0303611_237_1718,4,9,3,0
Ga0401699_0303838_625_1689,24,9,3,0
Ga0401699_0304294_17_1543,104,34,6,2
Ga0401699_0304362_26_1522,13,22,0,0
Ga0401699_0304781_22_1566,22,22,0,0
Ga0401699_0305324_293_1378,28,22,0,2
Ga0401699_0305427_1112_1678,13,7,0,2
Ga0401699_0306123_57_1469,90,123,1,2
Ga0401699_0306167_28_1548,147,57,8,3
Ga0401699_0306355_3_1739,157,58,3,1
Ga0401699_0309056_2_1570,71,101,177,158
Ga0401699_0310500_263_1453,59,11,10,3
Ga0401699_0312377_1_1725,20,6,0,0
Ga0401699_0313036_120_1667,4,0,0,0
Ga0401699_0314345_18_1466,21,17,7,1
Ga0401699_0314834_875_1717,0,0,1,0
Ga0401699_0314926_369_1700,11,9,0,0
Ga0401699_0318210_252_1655,134,58,6,2
Ga0401699_0318457_102_1469,172,143,431,543
Ga0401699_0318706_273_1430,5,6,14,2
Ga0401699_0319301_33_1163,37,12,0,0
Ga0401699_0320079_99_1454,15,25,3,2
Ga0401699_0322688_3_1460,181,10,1,0
Ga0401699_0323212_113_1696,109,78,14,8
Ga0401699_0323417_514_1698,204,231,3,9
Ga0401699_0324884_103_1650,28,16,5,3
Ga0401699_0325412_204_1598,17,7,0,1
Ga0401699_0325857_171_1610,8,26,1,7
Ga0401699_0325871_1_1692,62,25,0,0
Ga0401699_0326527_14_1651,169,98,31,29
Ga0401699_0327554_30_1688,40,14,0,0
Ga0401699_0328333_3_1646,240,120,15,5
Ga0401699_0328656_533_1588,18,55,4,2
Ga0401699_0329074_73_1446,27,34,0,4
Ga0401699_0329601_341_1594,12,12,4,1
Ga0401699_0331218_1202_1678,43,35,2,2
Ga0401699_0331218_35_1093,1150,1178,58,46
Ga0401699_0332534_261_572,50,16,156,218
Ga0401699_0333301_37_1674,60,12,0,0
Ga0401699_0335336_437_1660,212,176,10,10
Ga0401699_0336412_178_1536,2,11,0,0
Ga0401699_0336756_13_1665,8,11,0,0
Ga0401699_0338158_1138_1662,121,121,23,31
Ga0401699_0338992_313_1434,189,192,20,18
Ga0401699_0340670_85_1656,76,102,939,956
Ga0401699_0342499_217_1107,60,22,6,0
Ga0401699_0343075_216_833,25,15,84,108
Ga0401699_0343383_3_1649,1038,580,40,29
Ga0401699_0344410_1_621,397,222,2,4
Ga0401699_0344550_547_1605,19,20,1,2
Ga0401699_0344842_132_1262,55,60,7,6
Ga0401699_0346514_1_1410,3,3,0,0
Ga0401699_0346621_1_1455,201,188,38,40
Ga0401699_0346820_1_1554,367,188,5,6
Ga0401699_0346821_47_1642,19,7,0,0
Ga0401699_0347246_412_1641,540,397,20,29
Ga0401699_0349180_24_1493,20,22,0,0
Ga0401699_0349289_209_1588,0,0,0,0
Ga0401699_0351101_333_1397,30,28,130,132
Ga0401699_0351820_938_1183,21,32,175,93
Ga0401699_0351991_24_1418,11,14,2,0
Ga0401699_0352695_440_1111,266,133,0,3
Ga0401699_0352730_26_1594,68,60,5,10
Ga0401699_0353473_4_792,266,261,1951,2285
Ga0401699_0353694_244_1617,62,32,0,2
Ga0401699_0354279_188_1600,21,9,0,5
Ga0401699_0354332_190_1569,0,0,0,0
Ga0401699_0354449_98_1582,233,174,13,10
Ga0401699_0355171_27_1583,138,70,0,0
Ga0401699_0356456_52_1542,235,186,37,30
Ga0401699_0361149_555_1277,28,27,116,159
Ga0401699_0361927_103_1425,48,31,1,1
Ga0401699_0362766_834_1610,59,51,0,0
Ga0401699_0362966_179_1606,147,100,1,2
Ga0401699_0364330_56_1606,165,42,2,0
Ga0401699_0365772_3_1598,11,8,0,1
Ga0401699_0367353_891_1553,31,27,0,0
Ga0401699_0367662_114_1517,30,17,2,2
Ga0401699_0368438_188_1594,63,88,215,251
Ga0401699_0369608_5_1594,268,245,4,2
Ga0401699_0372551_94_1440,991,524,56,38
Ga0401699_0374168_272_1552,15,6,71,101
Ga0401699_0375189_1_1494,12,9,1,0
Ga0401699_0375190_1_1494,30,10,0,0
Ga0401699_0376137_98_1156,11560,12089,131,131
Ga0401699_0376544_2_1168,959,687,77,39
Ga0401699_0376584_165_1526,0,0,3,0
Ga0401699_0377774_2_1579,43,58,171,132
Ga0401699_0378259_49_1578,129,44,0,0
Ga0401699_0378981_57_1433,20,9,0,0
Ga0401699_0380456_324_1379,99,86,27,26
Ga0401699_0380560_57_1493,36,23,1,5
Ga0401699_0380694_2_1573,19,3,0,0
Ga0401699_0380806_201_1397,127,120,25,8
Ga0401699_0381570_103_1491,28,10,0,0
Ga0401699_0383438_55_1389,19,8,0,0
Ga0401699_0384111_143_1546,103,70,19,12
Ga0401699_0384233_17_1567,20,12,0,0
Ga0401699_0385780_40_1386,121,95,2,0
Ga0401699_0386615_106_1485,21,17,0,0
Ga0401699_0387868_299_1555,82,97,1405,1326
Ga0401699_0390155_145_1506,13,12,0,0
Ga0401699_0391078_70_1554,50,27,3,2
Ga0401699_0392074_2_1552,50,32,9,12
Ga0401699_0393041_348_1499,8,15,0,0
Ga0401699_0393807_4_1272,57,45,0,0
Ga0401699_0397003_3_1433,65,66,9,6
Ga0401699_0399039_96_1445,10,16,2,1
Ga0401699_0400292_184_1368,44,29,0,0
Ga0401699_0400723_85_1425,4,5,176,136
Ga0401699_0400933_935_1348,25,21,3,4
Ga0401699_0404038_41_1375,31,16,0,0
Ga0401699_0404692_129_1496,29,15,0,5
Ga0401699_0406323_40_1413,333,227,10,8
Ga0401699_0406738_3_1457,38,50,4,2
Ga0401699_0406744_59_1363,32,28,3,3
Ga0401699_0410583_38_1399,58,31,0,0
Ga0401699_0410844_2_1462,286,162,0,4
Ga0401699_0412139_2_202,13,32,2,0
Ga0401699_0413613_253_1509,29,21,98,86
Ga0401699_0413724_298_1428,0,0,0,0
Ga0401699_0416335_3_398,34,6,211,105
Ga0401699_0416866_15_1091,758,694,2207,2123
Ga0401699_0418835_134_1456,58,42,1,0
Ga0401699_0418939_130_1419,45,27,8,4
Ga0401699_0419192_29_1390,1,1,1,4
Ga0401699_0421329_301_1458,50,26,49,69
Ga0401699_0422073_126_1439,10,6,2,0
Ga0401699_0422976_3_1379,15,5,0,0
Ga0401699_0423710_3_1343,167,148,23,18
Ga0401699_0425014_343_1083,8,12,0,0
Ga0401699_0426009_997_1452,40,37,111,103
Ga0401699_0429669_2_1486,43,14,5,0
Ga0401699_0430756_96_1475,26,37,0,3
Ga0401699_0432462_182_1447,55,46,1,3
Ga0401699_0432768_32_1483,7,12,0,0
Ga0401699_0433323_350_1411,73,33,1,1
Ga0401699_0433596_97_1440,5,10,0,0
Ga0401699_0435222_1180_1344,249,289,12,4
Ga0401699_0435389_448_1476,0,20,59,404
Ga0401699_0435942_48_1010,23,14,0,0
Ga0401699_0438070_56_1423,256,109,5,4
Ga0401699_0440156_1_1227,29,49,152,145
Ga0401699_0442148_299_1465,142,98,9,8
Ga0401699_0443311_1_1464,56,28,3,2
Ga0401699_0445245_110_1387,17,31,4,2
Ga0401699_0446512_1_1224,315,226,38,33
Ga0401699_0447277_378_1436,63,47,6,2
Ga0401699_0448153_207_1388,149,86,10,13
Ga0401699_0448959_236_1348,18,12,0,0
Ga0401699_0449724_41_1291,26,29,8,1
Ga0401699_0450296_31_1179,148,137,3,3
Ga0401699_0452389_77_1444,80,75,35,51
Ga0401699_0452798_8_1396,23,21,286,357
Ga0401699_0453890_3_1235,499,447,1,1
Ga0401699_0453955_65_1378,5,7,0,0
Ga0401699_0454141_179_1312,148,57,7,4
Ga0401699_0455717_292_1446,41,31,0,2
Ga0401699_0455747_3_1361,202,173,19,16
Ga0401699_0459576_144_1166,135,113,2,10
Ga0401699_0459974_3_1406,127,48,65,49
Ga0401699_0460092_235_1365,0,0,3,2
Ga0401699_0465123_214_1155,20,25,5,7
Ga0401699_0465773_3_1430,54,22,0,1
Ga0401699_0465868_474_680,52,105,195,188
Ga0401699_0466150_1044_1430,253,234,7,5
Ga0401699_0467104_1047_1430,371,265,25,23
Ga0401699_0467633_24_821,97,29,1,1
Ga0401699_0468812_31_1182,19,11,0,0
Ga0401699_0470591_32_1423,39,32,3,3
Ga0401699_0470936_1_1419,51,20,0,0
Ga0401699_0472774_37_1221,329,158,2,9
Ga0401699_0473585_28_273,41,58,19,25
Ga0401699_0475088_66_1412,21,10,0,5
Ga0401699_0475544_60_1343,533,258,13,10
Ga0401699_0476920_1150_1377,34,37,8,4
Ga0401699_0478542_1_1413,155,96,0,1
Ga0401699_0478643_2_1411,57,17,203,230
Ga0401699_0479403_105_1238,85,128,143,163
Ga0401699_0481270_83_913,11,6,143,106
Ga0401699_0481998_199_1242,139,137,0,0
Ga0401699_0483453_145_531,58,49,213,119
Ga0401699_0484972_1_1290,184,330,460,365
Ga0401699_0484981_232_1404,363,290,114,89
Ga0401699_0487089_77_1306,31,23,5,1
Ga0401699_0487937_34_1203,29,58,115,132
Ga0401699_0488242_77_1183,35,23,1,3
Ga0401699_0489156_8_1240,61,21,0,0
Ga0401699_0489614_773_1321,8,6,77,43
Ga0401699_0489788_638_1393,10,11,0,2
Ga0401699_0490596_1_795,24,21,183,217
Ga0401699_0493197_3_1391,141,78,4,2
Ga0401699_0495102_131_1390,42,30,0,0
Ga0401699_0495366_1_1389,136,38,4,4
Ga0401699_0495663_114_1379,13,9,2,1
Ga0401699_0496027_282_1334,55,64,0,6
Ga0401699_0497296_91_1386,29,14,0,0
Ga0401699_0498814_237_1367,332,267,446,563
Ga0401699_0500311_1124_1381,587,337,30,33
Ga0401699_0501139_2_676,1749,1489,55,50
Ga0401699_0501440_26_1357,105,81,2,3
Ga0401699_0501820_53_1108,28,11,1,1
Ga0401699_0504254_11_1375,30,16,0,0
Ga0401699_0505813_319_516,103,143,9,10
Ga0401699_0506770_1_1374,29,22,0,0
Ga0401699_0507035_20_439,5,15,137,95
Ga0401699_0507248_838_1371,65,35,11,2
Ga0401699_0508358_309_1370,2,1,5,0
Ga0401699_0508625_28_1161,28,7,0,0
Ga0401699_0509235_27_1238,34,28,9,4
Ga0401699_0509956_583_1368,441,265,4,4
Ga0401699_0512985_2_1366,77,33,0,0
Ga0401699_0513982_1_1209,65,52,0,0
Ga0401699_0517022_2_1213,121,73,16,9
Ga0401699_0517293_3_1199,45,12,0,0
Ga0401699_0518214_60_1283,33,20,0,0
Ga0401699_0519422_3_1118,42,32,5,1
Ga0401699_0519949_120_1355,29,14,0,0
Ga0401699_0520702_90_1319,18,18,148,170
Ga0401699_0521642_65_1198,67,49,115,156
Ga0401699_0524056_6_698,39,13,6,9
Ga0401699_0524601_1_1332,43,11,0,0
Ga0401699_0525139_2_1234,36,32,11,5
Ga0401699_0525701_234_488,49,27,121,168
Ga0401699_0525905_1_1305,110,72,15,5
