Gene,2.5nM_DFB_A,2.5nM_DFB_B,2.5nM_Fe_A,2.5nM_Fe_B
Ga0401699_0009095_1_7893,47.53926479,35.5935961,2.861211908,3.43967191
Ga0401699_0009126_259_7854,215.6245224,144.531572,22.88969526,20.63803146
Ga0401699_0009158_2_7600,43.29468757,26.96484553,0,0
Ga0401699_0009335_98_1162,17.8272243,34.51500228,87.26696318,59.33434045
Ga0401699_0009388_228_7796,14.43156252,21.57187642,0.715302977,1.719835955
Ga0401699_0009425_239_7744,60.27299643,21.57187642,0,0
Ga0401699_0009452_156_7763,72.15781262,56.0868787,3.576514884,6.879343821
Ga0401699_0009520_129_7754,12.73373164,32.35781464,2.145908931,0.859917978
Ga0401699_0009610_17_7723,106.1144303,107.8593821,9.2989387,12.89876966
Ga0401699_0009766_53_2107,101.8698531,121.8811018,29.32742205,33.53680113
Ga0401699_0009791_44_7201,20.37397062,17.25750114,3.576514884,0
Ga0401699_0009793_1_7650,14.43156252,14.02171968,0.715302977,2.579753933
Ga0401699_0009907_60_7613,22.92071695,23.72906407,0,0
Ga0401699_0009940_31_7602,16.97830885,25.88625171,0,0
Ga0401699_0009943_2525_3316,155.351526,166.1034485,4.291817861,1.719835955
Ga0401699_0009943_3612_5126,315.7965447,368.8790869,4.291817861,1.719835955
Ga0401699_0009943_750_1946,72.15781262,48.53672196,2.145908931,1.719835955
Ga0401699_0010018_325_450,5.093492656,21.57187642,2.861211908,0
Ga0401699_0010018_4247_4474,15.28047797,36.67218992,4.291817861,7.739261798
Ga0401699_0010018_5933_6352,2.546746328,5.392969106,0,0
Ga0401699_0010024_2_7429,183.3657356,125.1168833,3.576514884,6.879343821
Ga0401699_0010102_57_7226,31.40987138,28.04343935,2.861211908,0
Ga0401699_0010228_102_7493,24.61854784,21.57187642,0,0
Ga0401699_0010239_162_7457,44.14360302,24.80765789,0,1.719835955
Ga0401699_0010363_1_6411,33.9566177,29.12203317,0,0
Ga0401699_0010388_6_7406,27.16529416,28.04343935,0,0
Ga0401699_0010419_49_7368,42.44577213,24.80765789,2.861211908,1.719835955
Ga0401699_0010450_64_7428,80.64696705,38.82937756,0,0.859917978
Ga0401699_0010506_604_2070,9.338069869,35.5935961,40.77226968,42.99589888
Ga0401699_0010543_13_7416,34.80553315,24.80765789,0,0
Ga0401699_0010778_2962_7272,21.22288607,14.02171968,0,0
Ga0401699_0010911_3593_7141,31.40987138,7.550156749,0.715302977,1.719835955
Ga0401699_0010922_180_7310,126.488401,111.0951636,2.145908931,7.739261798
Ga0401699_0010981_14_7294,47.53926479,17.25750114,1.430605954,0
Ga0401699_0010982_895_7275,21.22288607,22.65047025,0.715302977,0
Ga0401699_0010992_240_7280,122.2438237,53.92969106,0,0.859917978
Ga0401699_0011017_114_4544,5.942408098,7.550156749,107.2954465,114.369091
Ga0401699_0011204_1292_2716,174.0276657,100.3092254,344.7760349,578.7247989
Ga0401699_0011204_2731_3132,58.57516554,44.22234667,140.9146864,195.2013809
Ga0401699_0011257_3_6959,23.76963239,18.33609496,0,0.859917978
Ga0401699_0011260_1426_7041,41.59685669,12.94312585,0.715302977,0
Ga0401699_0011280_2_7132,18.67613974,5.392969106,0,0
Ga0401699_0011300_6_7172,20.37397062,43.14375285,0,2.579753933
Ga0401699_0011326_3_6914,89.98503692,31.27922082,0,2.579753933
Ga0401699_0011393_2_7012,16.97830885,15.1003135,0,0
Ga0401699_0011408_86_7162,96.77636046,44.22234667,0,0
Ga0401699_0011441_1478_2938,22.07180151,25.88625171,144.4912013,161.6645798
Ga0401699_0011441_3317_7135,204.5886217,327.8925217,558.651625,581.3045528
Ga0401699_0011520_2_6835,241.0919857,266.4126738,37.91105778,57.6145045
Ga0401699_0011611_87_7115,95.07852957,37.75078374,0,0
Ga0401699_0011675_1402_2142,43.29468757,35.5935961,0,0
Ga0401699_0011675_2424_3263,22.07180151,32.35781464,0,0
Ga0401699_0011675_4907_5272,37.35227948,60.40125399,1.430605954,0.859917978
Ga0401699_0011675_5353_5580,34.80553315,36.67218992,0,0
Ga0401699_0011768_850_7077,82.34479793,48.53672196,1.430605954,0
Ga0401699_0011814_1_7062,50.08601111,46.37953431,4.291817861,6.019425843
Ga0401699_0011825_1255_6951,33.10770226,15.1003135,0,0
Ga0401699_0011864_216_6983,11.03590075,29.12203317,0,0
Ga0401699_0011898_131_7042,32.25878682,20.4932826,2.861211908,1.719835955
Ga0401699_0012031_22_6735,29.71204049,20.4932826,0,0.859917978
Ga0401699_0012043_1_6756,27.16529416,18.33609496,0,0
Ga0401699_0012148_1_6972,61.97082731,62.55844163,7.153029769,6.019425843
Ga0401699_0012157_210_6668,33.10770226,32.35781464,4.291817861,0.859917978
Ga0401699_0012290_59_6877,34.80553315,34.51500228,0.715302977,0.859917978
Ga0401699_0012320_103_6876,39.8990258,16.17890732,0,0
Ga0401699_0012387_108_4268,26.31637872,21.57187642,0,0
Ga0401699_0012512_1637_3175,661.3051298,629.8987916,5.722423815,1.719835955
Ga0401699_0012512_26_805,174.8765812,250.2337665,1.430605954,4.299589888
Ga0401699_0012512_3312_4790,159.5961032,216.7973581,0.715302977,1.719835955
Ga0401699_0012512_5409_6605,147.711287,151.003135,2.145908931,2.579753933
Ga0401699_0012512_795_1604,231.7539158,239.4478283,2.145908931,0
Ga0401699_0012563_3_6842,10.18698531,15.1003135,2.145908931,1.719835955
Ga0401699_0012673_275_6856,84.89154426,46.37953431,6.437726792,9.459097753
Ga0401699_0012808_2347_3684,6.791323541,33.43640846,0,0
Ga0401699_0012808_3764_5344,49.23709567,183.3609496,4.291817861,8.599179776
Ga0401699_0012808_498_1271,6.791323541,14.02171968,0.715302977,0
Ga0401699_0012942_4_6663,22.92071695,32.35781464,55.7936322,63.63393034
Ga0401699_0012967_14_6790,61.97082731,70.10859838,7.153029769,2.579753933
Ga0401699_0013093_155_940,53.48167289,28.04343935,39.34166373,47.29548877
Ga0401699_0013121_1_6756,69.6110663,35.5935961,3.576514884,0.859917978
Ga0401699_0013187_77_6628,77.25130528,69.03000456,3.576514884,6.879343821
Ga0401699_0013225_200_6502,142.6177944,71.1871922,0.715302977,1.719835955
Ga0401699_0013237_2057_6490,64.51757364,57.16547253,3.576514884,3.43967191
Ga0401699_0013253_3692_4483,302.2138976,278.2772059,33.61923991,24.93762135
Ga0401699_0013253_4817_6307,498.3133648,503.7033145,32.18863396,45.57565281
Ga0401699_0013253_701_1858,97.6252759,91.68047481,5.722423815,7.739261798
Ga0401699_0013253_75_653,60.27299643,70.10859838,4.291817861,4.299589888
Ga0401699_0013346_5222_6247,108.6611767,72.26578602,9.2989387,12.03885169
Ga0401699_0013353_1_6690,28.01420961,22.65047025,1.430605954,1.719835955
Ga0401699_0013358_4467_5252,43.29468757,20.4932826,66.52317685,70.51327416
Ga0401699_0013645_229_6534,209.6821143,220.0331395,23.60499824,17.19835955
Ga0401699_0013654_1454_2032,15.28047797,14.02171968,0,0
Ga0401699_0013654_252_1400,12.73373164,32.35781464,0,1.719835955
Ga0401699_0013654_3841_4632,43.29468757,45.30094049,0,0
Ga0401699_0013654_4965_6455,88.28720603,112.1737574,0.715302977,0
Ga0401699_0013688_151_6606,25.46746328,11.86453203,0,0
Ga0401699_0013705_36_6536,66.21540452,56.0868787,0,0
Ga0401699_0013868_17_5014,6.791323541,4.314375285,0,0
Ga0401699_0013904_3_6536,42.44577213,25.88625171,0,1.719835955
Ga0401699_0013940_40_6588,83.19371338,34.51500228,5.722423815,6.019425843
Ga0401699_0013967_1228_1674,13.58264708,32.35781464,212.4449841,254.5357214
Ga0401699_0014045_51_6566,19.52505518,45.30094049,0,0.859917978
Ga0401699_0014073_1997_6559,71.30889718,38.82937756,1.430605954,3.43967191
Ga0401699_0014233_17_6526,578.9603319,285.8273626,13.59075656,9.459097753
Ga0401699_0014335_628_6435,47.53926479,47.45812813,7.868332746,1.719835955
Ga0401699_0014336_3754_4191,49.23709567,45.30094049,150.9289281,187.4621191
Ga0401699_0014620_3610_4236,16.97830885,12.94312585,96.56590188,49.01532472
Ga0401699_0014683_2080_2655,0,12.94312585,0,0
Ga0401699_0014683_4000_6012,16.12939341,85.20891188,5.722423815,0
Ga0401699_0014728_106_6342,4.244577213,1.078593821,67.23847983,116.948845
Ga0401699_0014729_1419_3488,42.44577213,36.67218992,0,0
Ga0401699_0014729_3554_4171,24.61854784,6.471562927,0,0
Ga0401699_0014729_391_1404,22.92071695,12.94312585,0,0
Ga0401699_0014729_4325_6340,45.8414339,35.5935961,0.715302977,0
Ga0401699_0014766_195_6425,40.74794125,19.41468878,0,0
Ga0401699_0014795_2_6421,101.8698531,64.71562927,3.576514884,4.299589888
Ga0401699_0014796_19_6423,0.848915443,0,2.861211908,0
Ga0401699_0014804_215_394,135.8264708,198.4612631,427.0358772,317.3097337
Ga0401699_0014858_2271_2636,104.4165994,72.26578602,12.16015061,4.299589888
Ga0401699_0014858_2765_3520,215.6245224,447.6164358,30.75802801,32.67688315
Ga0401699_0014858_3569_4267,315.7965447,559.7901932,29.32742205,49.01532472
Ga0401699_0014858_4565_5722,279.2931806,429.2803409,28.61211908,43.85581686
Ga0401699_0014858_5771_6373,97.6252759,184.4395434,14.30605954,6.879343821
Ga0401699_0015021_35_6379,20.37397062,14.02171968,0,0
Ga0401699_0015043_760_6009,38.20119492,51.77250342,3.576514884,1.719835955
Ga0401699_0015093_9_6311,75.55347439,63.63703545,6.437726792,10.31901573
Ga0401699_0015107_226_6339,124.7905701,56.0868787,5.722423815,9.459097753
Ga0401699_0015174_36_6311,42.44577213,23.72906407,2.861211908,0
Ga0401699_0015661_1_6264,43.29468757,38.82937756,6.437726792,5.159507865
Ga0401699_0015744_50_6100,38.20119492,20.4932826,1.430605954,2.579753933
Ga0401699_0015823_88_6159,19.52505518,21.57187642,0,0.859917978
Ga0401699_0016176_1_6084,22.07180151,17.25750114,0.715302977,1.719835955
Ga0401699_0016184_2_5473,14.43156252,9.707344391,0,0
Ga0401699_0016237_1_6141,112.0568384,131.5884462,5.007120838,3.43967191
Ga0401699_0016422_2_5845,22.07180151,12.94312585,0,0
Ga0401699_0016455_4303_5268,87.43829059,49.61531578,30.75802801,42.1359809
Ga0401699_0016562_441_6083,27.16529416,14.02171968,0,0.859917978
Ga0401699_0016658_18_749,66.21540452,179.0465743,7.868332746,19.77811348
Ga0401699_0016737_26_6091,18.67613974,20.4932826,0,0
Ga0401699_0016878_3_6062,51.783842,32.35781464,2.861211908,3.43967191
Ga0401699_0016987_31_6045,89.98503692,65.7942231,8.583635723,12.03885169
Ga0401699_0017070_6_3503,115.4525002,76.58016131,37.91105778,32.67688315
Ga0401699_0017219_2_6010,16.12939341,12.94312585,0,0
Ga0401699_0017314_399_5921,57.7262501,57.16547253,0,0
Ga0401699_0017432_17_5935,18.67613974,18.33609496,0,0
Ga0401699_0017505_150_5777,12.73373164,9.707344391,0.715302977,0
Ga0401699_0017559_1690_2418,60.27299643,103.5450068,36.48045182,29.23721124
Ga0401699_0017559_3052_4845,178.272243,225.4261086,83.6904483,122.1083528
Ga0401699_0017657_488_1726,195.2505518,140.2171968,0.715302977,2.579753933
Ga0401699_0017817_2413_2838,6.791323541,18.33609496,46.4946935,30.95704719
Ga0401699_0017839_207_1502,133.2797245,168.2606361,1.430605954,0
Ga0401699_0017988_105_1484,210.5310298,255.6267356,0.715302977,1.719835955
Ga0401699_0018016_34_5475,121.3949083,98.15203773,31.47333098,16.33844157
Ga0401699_0018161_113_5875,478.7883096,420.6515903,51.50181434,43.85581686
Ga0401699_0018612_2_5818,40.74794125,25.88625171,5.007120838,0
Ga0401699_0018705_1992_2411,39.05011036,34.51500228,216.021499,289.7923584
Ga0401699_0018705_4462_4821,6.791323541,3.235781464,26.46621015,47.29548877
Ga0401699_0018705_612_1094,43.29468757,62.55844163,115.1637793,160.8046618
Ga0401699_0018759_4_5715,22.07180151,26.96484553,0,0
Ga0401699_0018949_168_5774,25.46746328,40.98656521,10.01424168,8.599179776
Ga0401699_0019046_511_5760,19.52505518,8.62875057,0,0
Ga0401699_0019112_1_5754,28.01420961,30.20062699,0.715302977,1.719835955
Ga0401699_0019217_3_5624,22.07180151,7.550156749,0,0
Ga0401699_0019244_2193_5561,14.43156252,6.471562927,0,0
Ga0401699_0019473_3424_3843,81.49588249,113.2523512,449.2102695,602.8025023
Ga0401699_0019473_3912_4661,29.71204049,97.07344391,160.9431698,147.0459742
Ga0401699_0019506_1826_3322,180.8189893,313.870802,17.16727145,28.37729326
Ga0401699_0019506_92_1570,135.8264708,286.9059564,20.02848335,24.93762135
Ga0401699_0019534_337_5604,17.8272243,18.33609496,0.715302977,0
Ga0401699_0019624_448_939,44.14360302,56.0868787,63.66196494,79.97237192
Ga0401699_0019761_606_5297,0.848915443,12.94312585,0,0
Ga0401699_0019825_2_5659,15.28047797,11.86453203,0.715302977,0
Ga0401699_0019834_162_5660,20.37397062,8.62875057,0,0
Ga0401699_0019840_1140_1757,24.61854784,34.51500228,0,1.719835955
Ga0401699_0019840_142_510,24.61854784,16.17890732,0,0
Ga0401699_0019840_691_1122,7.640238984,18.33609496,0,0
Ga0401699_0019861_877_5655,17.8272243,18.33609496,0,0
Ga0401699_0019895_3_5648,498.3133648,369.9576807,55.07832922,43.85581686
Ga0401699_0019998_2843_3028,151.1069488,211.404389,50.07120838,50.73516068
Ga0401699_0020057_3191_5404,140.071048,125.1168833,123.032112,184.8823652
Ga0401699_0020058_1_5604,338.7172616,308.4778329,37.91105778,40.41614495
Ga0401699_0020076_127_5628,35.65444859,14.02171968,0.715302977,2.579753933
Ga0401699_0020077_2_5290,14.43156252,15.1003135,0,1.719835955
Ga0401699_0020199_5_5476,125.6394855,142.3743844,7.153029769,2.579753933
Ga0401699_0020225_237_5399,44.14360302,48.53672196,2.861211908,3.43967191
Ga0401699_0020259_1_5265,41.59685669,29.12203317,7.153029769,4.299589888
Ga0401699_0020305_61_5478,56.87733466,29.12203317,0,0
Ga0401699_0020306_115_5541,196.9483827,148.8459473,0.715302977,0
Ga0401699_0020553_61_5307,78.10022072,72.26578602,70.81499471,112.6492551
Ga0401699_0020560_101_2920,10.18698531,14.02171968,0,0
Ga0401699_0020839_28_5535,23.76963239,15.1003135,0,0
Ga0401699_0021068_2178_2987,221.5669305,187.6753249,1.430605954,0
Ga0401699_0021068_3010_3765,217.3223533,206.0114199,0,6.879343821
Ga0401699_0021068_35_472,5.093492656,10.78593821,0,0
Ga0401699_0021068_3944_4387,57.7262501,65.7942231,1.430605954,0
Ga0401699_0021068_4389_4679,58.57516554,71.1871922,2.145908931,0.859917978
Ga0401699_0021068_622_2160,561.982023,545.7684735,5.722423815,7.739261798
Ga0401699_0021105_1_5028,13.58264708,12.94312585,0,0
Ga0401699_0021219_190_5496,78.10022072,43.14375285,0,0
Ga0401699_0021243_14_5458,42.44577213,43.14375285,0,0
Ga0401699_0021455_210_5399,50.93492656,102.466413,135.1922626,186.6022011
Ga0401699_0021713_287_5440,31.40987138,10.78593821,0,0
Ga0401699_0021792_48_5135,129.8840627,52.85109724,3.576514884,0.859917978
Ga0401699_0021857_62_3892,10.18698531,5.392969106,0,0
Ga0401699_0021890_55_5370,60.27299643,53.92969106,0.715302977,0
Ga0401699_0021904_86_5311,23.76963239,18.33609496,0.715302977,0.859917978
Ga0401699_0022054_3_5387,63.6686582,49.61531578,0,0
Ga0401699_0022117_61_5397,17.8272243,14.02171968,0,0
Ga0401699_0022161_3388_4452,51.783842,85.20891188,277.537555,332.7882573
Ga0401699_0022161_4765_5067,13.58264708,38.82937756,108.7260525,120.3885169
Ga0401699_0022161_967_1311,5.093492656,6.471562927,96.56590188,120.3885169
Ga0401699_0022270_213_5372,33.10770226,31.27922082,1.430605954,1.719835955
Ga0401699_0022286_70_5172,184.214651,226.5047025,87.98226616,94.59097753
Ga0401699_0022601_18_5192,26.31637872,23.72906407,65.0925709,90.29138765
Ga0401699_0022638_36_5342,67.06431997,46.37953431,5.722423815,1.719835955
Ga0401699_0022896_1926_2264,117.1503311,191.9897002,17.88257442,20.63803146
Ga0401699_0022913_1140_2732,6.791323541,4.314375285,111.5872644,133.2872865
Ga0401699_0022981_130_5103,11.8848162,7.550156749,0,0
Ga0401699_0023050_7_5301,23.76963239,14.02171968,0,0
Ga0401699_0023131_1690_2679,101.0209377,120.802508,2.861211908,3.43967191
Ga0401699_0023131_208_768,4.244577213,12.94312585,0,0
Ga0401699_0023131_2701_4731,247.8833092,340.8356475,3.576514884,7.739261798
Ga0401699_0023144_1937_2653,23.76963239,16.17890732,8.583635723,12.89876966
Ga0401699_0023287_86_310,91.6828678,226.5047025,15.02136251,15.4785236
Ga0401699_0023400_100_5271,40.74794125,20.4932826,0,0
Ga0401699_0023552_154_1638,25.46746328,26.96484553,0,0
Ga0401699_0023552_1769_3307,255.5235482,152.0817288,1.430605954,0
Ga0401699_0023552_3337_4146,98.47419134,74.42297367,0.715302977,0
Ga0401699_0023552_4162_4920,58.57516554,61.47984781,0.715302977,0
Ga0401699_0023617_86_5152,17.8272243,23.72906407,0.715302977,0.859917978
Ga0401699_0023710_635_5239,17.8272243,18.33609496,0,1.719835955
Ga0401699_0023763_262_5232,15.28047797,6.471562927,0,0.859917978
Ga0401699_0023785_2564_5230,3.39566177,18.33609496,0,0
Ga0401699_0024068_1058_1867,69.6110663,69.03000456,0,1.719835955
Ga0401699_0024068_1897_3435,196.9483827,204.932826,6.437726792,0
Ga0401699_0024068_285_1043,73.00672807,80.89453659,0.715302977,0
Ga0401699_0024068_3568_5052,107.8122612,119.7239142,8.583635723,9.459097753
Ga0401699_0024127_2614_4680,5.942408098,71.1871922,2.145908931,1.719835955
Ga0401699_0024172_486_5084,39.05011036,22.65047025,1.430605954,0.859917978
Ga0401699_0024278_194_2452,722.4270417,733.4437984,237.4805883,233.0377719
Ga0401699_0024278_2479_4683,695.2617475,793.8450524,311.8720979,219.2790843
Ga0401699_0024458_126_5168,56.87733466,29.12203317,0,0
Ga0401699_0024594_2464_5121,12.73373164,6.471562927,57.93954113,64.49384832
Ga0401699_0024594_342_2549,14.43156252,7.550156749,40.05696671,47.29548877
Ga0401699_0024652_3_4562,10.18698531,15.1003135,0,0
Ga0401699_0024668_190_5148,25.46746328,8.62875057,0,0
Ga0401699_0024729_147_5135,28.86312505,29.12203317,1.430605954,0.859917978
Ga0401699_0024834_2_5134,18.67613974,9.707344391,0,0
Ga0401699_0024844_133_3558,58.57516554,56.0868787,41.48757266,58.47442248
Ga0401699_0025033_60_5117,81.49588249,38.82937756,0,0.859917978
Ga0401699_0025355_236_4807,9.338069869,20.4932826,1.430605954,0.859917978
Ga0401699_0025495_32_5077,28.01420961,20.4932826,0,0
Ga0401699_0025566_151_4857,153.6536951,141.2957906,11.44484763,12.03885169
Ga0401699_0025582_2308_3777,155.351526,183.3609496,419.1675445,344.827109
Ga0401699_0025958_83_4864,5.942408098,15.1003135,1.430605954,5.159507865
Ga0401699_0026105_2245_5025,17.8272243,18.33609496,1.430605954,2.579753933
Ga0401699_0026242_3_4880,5.942408098,21.57187642,2.861211908,0
Ga0401699_0026311_79_5004,48.38818023,34.51500228,0,0
Ga0401699_0026549_3_4898,24.61854784,31.27922082,0,0
Ga0401699_0026600_3_4922,533.118898,226.5047025,3.576514884,3.43967191
Ga0401699_0026610_1_4986,41.59685669,11.86453203,2.861211908,0.859917978
Ga0401699_0026706_3_4877,30.56095593,16.17890732,3.576514884,6.879343821
Ga0401699_0026787_34_2289,201.1929599,125.1168833,32.18863396,30.09712922
Ga0401699_0026946_14_4732,108.6611767,39.90797139,0,0
Ga0401699_0026957_3699_4958,468.6013243,303.0848638,81.54453937,44.71573483
Ga0401699_0027090_404_4828,34.80553315,30.20062699,5.007120838,1.719835955
Ga0401699_0027211_266_4801,6.791323541,19.41468878,2.145908931,0
Ga0401699_0027291_28_4884,18.67613974,15.1003135,2.861211908,0
Ga0401699_0027428_11_4924,42.44577213,28.04343935,1.430605954,4.299589888
Ga0401699_0027630_1_2430,25.46746328,8.62875057,0,0
Ga0401699_0027707_4_4902,280.1420961,303.0848638,28.61211908,33.53680113
Ga0401699_0027731_85_4899,275.0486034,283.670175,19.31318038,12.03885169
Ga0401699_0027851_1253_4450,5.942408098,11.86453203,33.61923991,42.1359809
Ga0401699_0027969_2454_3686,6.791323541,7.550156749,81.54453937,65.3537663
Ga0401699_0027969_3724_4203,4.244577213,4.314375285,51.50181434,56.75458652
Ga0401699_0028219_1_3456,39.05011036,31.27922082,4.291817861,0
Ga0401699_0028383_3_4823,33.9566177,24.80765789,0,0
Ga0401699_0028605_1212_2648,10.18698531,11.86453203,81.54453937,128.9876966
Ga0401699_0028605_3036_3461,18.67613974,11.86453203,151.6442311,175.4232674
Ga0401699_0028605_3496_4188,17.8272243,16.17890732,216.736802,250.2361315
Ga0401699_0028605_4246_4629,11.8848162,8.62875057,116.5943852,136.7269584
Ga0401699_0028620_312_4784,122.2438237,142.3743844,44.34878457,43.85581686
Ga0401699_0028740_337_4794,53.48167289,44.22234667,2.145908931,1.719835955
Ga0401699_0029081_185_4657,52.63275744,40.98656521,5.722423815,1.719835955
Ga0401699_0029450_22_4599,112.0568384,166.1034485,14.30605954,32.67688315
Ga0401699_0029648_1570_3228,510.198181,355.935961,14.30605954,12.03885169
Ga0401699_0029654_134_4591,10.18698531,21.57187642,0.715302977,0.859917978
Ga0401699_0029760_290_4696,140.071048,124.0382894,54.36302624,49.8752427
Ga0401699_0029774_11_4744,5.942408098,6.471562927,0,0
Ga0401699_0029790_384_4745,134.1286399,49.61531578,0,0
Ga0401699_0029907_126_4721,66.21540452,18.33609496,2.145908931,0.859917978
Ga0401699_0029986_80_4693,36.50336403,22.65047025,0,0
Ga0401699_0030066_123_2381,573.0179238,542.5326921,476.3917826,403.3015315
Ga0401699_0030066_2418_4622,474.5437324,467.0311246,424.1746653,368.0448944
Ga0401699_0030330_1_4620,6.791323541,14.02171968,0,3.43967191
Ga0401699_0030521_78_2585,11.8848162,6.471562927,0,0
Ga0401699_0030574_439_4005,27.16529416,21.57187642,0,0
Ga0401699_0030590_38_4600,71.30889718,71.1871922,5.007120838,6.879343821
Ga0401699_0030644_445_1470,46.69034934,40.98656521,4.291817861,6.879343821
Ga0401699_0030661_39_4508,229.2071695,149.9245412,1.430605954,4.299589888
Ga0401699_0030723_1_4686,27.16529416,33.43640846,0,2.579753933
Ga0401699_0030736_63_4685,57.7262501,45.30094049,5.722423815,1.719835955
Ga0401699_0030853_2_2440,20.37397062,10.78593821,0,0
Ga0401699_0031021_144_1664,760.6282366,682.7498888,937.0468997,964.8279708
Ga0401699_0031021_2875_3123,244.4876475,458.402374,410.5839087,399.0019416
Ga0401699_0031021_3287_4036,201.1929599,224.3475148,328.3240664,306.1308
Ga0401699_0031119_1670_2215,23.76963239,23.72906407,131.6157477,64.49384832
Ga0401699_0031175_3_4286,12.73373164,12.94312585,0,0
Ga0401699_0031224_407_4654,22.92071695,26.96484553,5.722423815,0
Ga0401699_0031231_86_814,195.2505518,186.5967311,579.3954113,786.8249495
Ga0401699_0031231_880_1128,39.8990258,26.96484553,75.82211555,87.71163371
Ga0401699_0031448_24_4577,29.71204049,9.707344391,0,0
Ga0401699_0031682_4_4623,0,0,0,0
Ga0401699_0031737_2_4621,44.14360302,17.25750114,0,0
Ga0401699_0031819_130_4464,21.22288607,12.94312585,0,0
Ga0401699_0032153_988_1641,29.71204049,67.95141074,10.72954465,5.159507865
Ga0401699_0032296_1770_2963,11.8848162,81.97313041,5.722423815,1.719835955
Ga0401699_0032296_3071_3430,5.093492656,28.04343935,0,0.859917978
Ga0401699_0032296_696_1502,6.791323541,22.65047025,1.430605954,0
Ga0401699_0032374_15_4583,19.52505518,8.62875057,0,0
Ga0401699_0032606_3_4427,9.338069869,10.78593821,0,0
Ga0401699_0032682_295_4566,54.33058833,40.98656521,2.861211908,4.299589888
Ga0401699_0032957_73_4551,22.92071695,16.17890732,0,0
Ga0401699_0033501_408_2198,3249.648314,1759.186522,18.5978774,25.79753933
Ga0401699_0033893_1_4500,0,0,0,0
Ga0401699_0033981_1179_2669,467.7524089,563.0259747,2.861211908,5.159507865
Ga0401699_0033981_2857_4353,104.4165994,138.0600091,2.861211908,0
Ga0401699_0033981_75_860,206.2864526,246.9979851,2.861211908,0.859917978
Ga0401699_0034640_1722_4427,43.29468757,47.45812813,5.722423815,2.579753933
Ga0401699_0035227_3_4199,6.791323541,6.471562927,0.715302977,0.859917978
Ga0401699_0035404_1_4350,10.18698531,11.86453203,0,0
Ga0401699_0035809_933_4388,74.70455895,44.22234667,2.861211908,0
Ga0401699_0035973_1554_2984,140.9199635,70.10859838,34.33454289,27.51737528
Ga0401699_0036288_1_4347,6.791323541,5.392969106,0,0
Ga0401699_0036336_1_4362,55.17950377,56.0868787,6.437726792,4.299589888
Ga0401699_0036415_2_3973,9.338069869,6.471562927,0,0
Ga0401699_0036526_2190_3686,139.2221326,152.0817288,12.87545358,13.75868764
Ga0401699_0036526_573_1811,151.1069488,148.8459473,5.007120838,17.19835955
Ga0401699_0036539_3_4301,265.7105335,126.1954771,30.04272503,38.69630899
Ga0401699_0036769_188_2842,162.1428495,107.8593821,5.722423815,1.719835955
Ga0401699_0037272_69_4313,16.97830885,8.62875057,0,0
Ga0401699_0037772_131_3232,33.10770226,22.65047025,0.715302977,0
Ga0401699_0037906_115_3825,3.39566177,5.392969106,0,0
Ga0401699_0037921_75_4283,3.39566177,7.550156749,0,0
Ga0401699_0037964_795_2864,36.50336403,18.33609496,0,0
Ga0401699_0038074_173_697,43.29468757,37.75078374,5.007120838,0.859917978
Ga0401699_0038116_170_3919,124.7905701,99.23063155,462.0857231,687.9343821
Ga0401699_0038271_28_3177,22.92071695,14.02171968,0,0
Ga0401699_0038337_3_3731,3.39566177,3.235781464,0,0
Ga0401699_0038471_1_4254,359.9401477,84.13031806,2.145908931,0.859917978
Ga0401699_0038712_26_4243,22.07180151,20.4932826,1.430605954,5.159507865
Ga0401699_0038717_3_4232,30.56095593,12.94312585,0,0
Ga0401699_0038718_69_4244,21.22288607,19.41468878,2.145908931,1.719835955
Ga0401699_0038885_218_775,58.57516554,104.6236007,247.49483,299.2514562
Ga0401699_0038885_3567_4025,36.50336403,90.60188098,153.0748371,202.0807247
Ga0401699_0039237_11_4219,15.28047797,14.02171968,0,0
Ga0401699_0039345_22_4215,10.18698531,17.25750114,0,0
Ga0401699_0039407_1_4176,62.81974275,32.35781464,0,0
Ga0401699_0039448_621_2825,192.7038055,135.9028215,945.6305355,595.9231585
Ga0401699_0039724_338_4099,9.338069869,11.86453203,0,0
Ga0401699_0039796_3_4193,50.93492656,186.5967311,0,0
Ga0401699_0039816_3521_3970,522.0829972,405.5512768,50.07120838,55.03475057
Ga0401699_0040310_111_3614,21.22288607,9.707344391,2.861211908,2.579753933
Ga0401699_0040367_576_4169,211.3799452,240.5264221,20.74378633,30.95704719
Ga0401699_0040529_30_4160,11.8848162,8.62875057,0,0
Ga0401699_0040534_31_4161,197.7972981,52.85109724,0,0
Ga0401699_0040904_71_4027,33.9566177,19.41468878,0,0
Ga0401699_0041092_446_4138,5.942408098,11.86453203,0,0
Ga0401699_0041344_2_4090,60.27299643,25.88625171,0,4.299589888
Ga0401699_0041367_84_2567,5.093492656,8.62875057,0,0
Ga0401699_0041525_136_4098,9.338069869,16.17890732,0,0.859917978
Ga0401699_0041566_969_1868,15.28047797,72.26578602,0,0
Ga0401699_0041628_412_4113,11.03590075,8.62875057,0,0
Ga0401699_0041791_25_3918,45.8414339,35.5935961,1.430605954,0
Ga0401699_0041844_1037_4105,39.8990258,31.27922082,5.722423815,8.599179776
Ga0401699_0042189_355_4092,28.86312505,22.65047025,0.715302977,1.719835955
